Code,County,State,Labor_count,Employed,Unemployed,unemployment_rate
CN2904500000000,Clark , MO,"3,127     ","2,982     ",145     ,4.6     
CN2904700000000,Clay , MO,"138,370     ","131,555     ","6,815     ",4.9     
CN2904900000000,Clinton , MO,"10,660     ","10,096     ",564     ,5.3     
CN2905100000000,Cole , MO,"38,648     ","37,445     ","1,203     ",3.1     
CN2905300000000,Cooper , MO,"7,080     ","6,824     ",256     ,3.6     
CN2905500000000,Crawford , MO,"10,913     ","10,418     ",495     ,4.5     
CN2905700000000,Dade , MO,"3,544     ","3,427     ",117     ,3.3     
CN2905900000000,Dallas , MO,"7,177     ","6,865     ",312     ,4.3     
CN2906100000000,Daviess , MO,"4,103     ","3,948     ",155     ,3.8     
CN2906300000000,DeKalb , MO,"4,167     ","4,010     ",157     ,3.8     
CN2906500000000,Dent , MO,"6,257     ","5,987     ",270     ,4.3     
CN2906700000000,Douglas , MO,"5,162     ","4,941     ",221     ,4.3     
CN2906900000000,Dunklin , MO,"11,276     ","10,590     ",686     ,6.1     
CN2907100000000,Franklin , MO,"52,747     ","50,639     ","2,108     ",4.0     
CN2907300000000,Gasconade , MO,"7,620     ","7,342     ",278     ,3.6     
CN2907500000000,Gentry , MO,"3,334     ","3,245     ",89     ,2.7     
CN2907700000000,Greene , MO,"152,184     ","146,978     ","5,206     ",3.4     
CN2907900000000,Grundy , MO,"4,178     ","4,028     ",150     ,3.6     
CN2908100000000,Harrison , MO,"3,761     ","3,629     ",132     ,3.5     
CN2908300000000,Henry , MO,"10,059     ","9,661     ",398     ,4.0     
CN2908500000000,Hickory , MO,"3,963     ","3,805     ",158     ,4.0     
CN2908700000000,Holt , MO,"2,479     ","2,406     ",73     ,2.9     
CN2908900000000,Howard , MO,"4,853     ","4,696     ",157     ,3.2     
CN2909100000000,Howell , MO,"16,165     ","15,387     ",778     ,4.8     
CN2909300000000,Iron , MO,"3,491     ","3,289     ",202     ,5.8     
CN2909500000000,Jackson , MO,"359,763     ","340,103     ","19,660     ",5.5     
CN2909700000000,Jasper , MO,"56,953     ","54,820     ","2,133     ",3.7     
CN2909900000000,Jefferson , MO,"117,556     ","112,790     ","4,766     ",4.1     
CN2910100000000,Johnson , MO,"23,074     ","22,060     ","1,014     ",4.4     
CN2910300000000,Knox , MO,"1,729     ","1,676     ",53     ,3.1     
CN2910500000000,Laclede , MO,"16,514     ","15,802     ",712     ,4.3     
CN2910700000000,Lafayette , MO,"16,674     ","15,963     ",711     ,4.3     
CN2910900000000,Lawrence , MO,"17,457     ","16,752     ",705     ,4.0     
CN2911100000000,Lewis , MO,"4,826     ","4,657     ",169     ,3.5     
CN2911300000000,Lincoln , MO,"29,307     ","27,956     ","1,351     ",4.6     
CN2911500000000,Linn , MO,"5,077     ","4,801     ",276     ,5.4     
CN2911700000000,Livingston , MO,"7,256     ","7,037     ",219     ,3.0     
CN2911900000000,McDonald , MO,"10,608     ","10,199     ",409     ,3.9     
CN2912100000000,Macon , MO,"7,365     ","7,093     ",272     ,3.7     
CN2912300000000,Madison , MO,"5,473     ","5,231     ",242     ,4.4     
CN2912500000000,Maries , MO,"3,898     ","3,748     ",150     ,3.8     
CN2912700000000,Marion , MO,"14,197     ","13,705     ",492     ,3.5     
CN2912900000000,Mercer , MO,"1,805     ","1,752     ",53     ,2.9     
CN2913100000000,Miller , MO,"12,593     ","12,076     ",517     ,4.1     
CN2913300000000,Mississippi , MO,"5,440     ","5,186     ",254     ,4.7     
CN2913500000000,Moniteau , MO,"7,049     ","6,810     ",239     ,3.4     
CN2913700000000,Monroe , MO,"3,783     ","3,618     ",165     ,4.4     
CN2913900000000,Montgomery , MO,"5,788     ","5,573     ",215     ,3.7     
CN2914100000000,Morgan , MO,"8,540     ","8,137     ",403     ,4.7     
CN2914300000000,New Madrid , MO,"8,326     ","7,930     ",396     ,4.8     
CN2914500000000,Newton , MO,"27,045     ","26,014     ","1,031     ",3.8     
CN2914700000000,Nodaway , MO,"10,791     ","10,473     ",318     ,2.9     
CN2914900000000,Oregon , MO,"3,839     ","3,636     ",203     ,5.3     
CN2915100000000,Osage , MO,"6,985     ","6,801     ",184     ,2.6     
CN2915300000000,Ozark , MO,"3,442     ","3,254     ",188     ,5.5     
CN2915500000000,Pemiscot , MO,"6,078     ","5,633     ",445     ,7.3     
CN2915700000000,Perry , MO,"9,781     ","9,471     ",310     ,3.2     
CN2915900000000,Pettis , MO,"20,298     ","19,349     ",949     ,4.7     
CN2916100000000,Phelps , MO,"20,030     ","19,284     ",746     ,3.7     
CN2916300000000,Pike , MO,"7,382     ","7,092     ",290     ,3.9     
CN2916500000000,Platte , MO,"59,458     ","57,052     ","2,406     ",4.0     
CN2916700000000,Polk , MO,"14,576     ","14,067     ",509     ,3.5     
CN2916900000000,Pulaski , MO,"14,585     ","13,938     ",647     ,4.4     
CN2917100000000,Putnam , MO,"2,233     ","2,163     ",70     ,3.1     
CN2917300000000,Ralls , MO,"5,602     ","5,412     ",190     ,3.4     
CN2917500000000,Randolph , MO,"10,273     ","9,840     ",433     ,4.2     
CN2917700000000,Ray , MO,"10,983     ","10,272     ",711     ,6.5     
CN2917900000000,Reynolds , MO,"2,936     ","2,815     ",121     ,4.1     
CN2918100000000,Ripley , MO,"5,072     ","4,793     ",279     ,5.5     
CN2918300000000,St. Charles , MO,"227,337     ","219,453     ","7,884     ",3.5     
CN2918500000000,St. Clair , MO,"3,845     ","3,673     ",172     ,4.5     
CN2918600000000,Ste. Genevieve , MO,"9,232     ","8,916     ",316     ,3.4     
CN2918700000000,St. Francois , MO,"26,027     ","24,772     ","1,255     ",4.8     
CN2918900000000,St. Louis , MO,"526,087     ","502,408     ","23,679     ",4.5     
CN2919500000000,Saline , MO,"10,487     ","10,119     ",368     ,3.5     
CN2919700000000,Schuyler , MO,"1,845     ","1,765     ",80     ,4.3     
CN2919900000000,Scotland , MO,"2,311     ","2,250     ",61     ,2.6     
CN2920100000000,Scott , MO,"20,195     ","19,410     ",785     ,3.9     
CN2920300000000,Shannon , MO,"3,366     ","3,177     ",189     ,5.6     
CN2920500000000,Shelby , MO,"2,985     ","2,886     ",99     ,3.3     
CN2920700000000,Stoddard , MO,"13,325     ","12,730     ",595     ,4.5     
CN2920900000000,Stone , MO,"13,611     ","12,719     ",892     ,6.6     
CN2921100000000,Sullivan , MO,"2,650     ","2,521     ",129     ,4.9     
CN2921300000000,Taney , MO,"26,276     ","24,306     ","1,970     ",7.5     
CN2921500000000,Texas , MO,"9,000     ","8,590     ",410     ,4.6     
CN2921700000000,Vernon , MO,"9,422     ","9,101     ",321     ,3.4     
CN2921900000000,Warren , MO,"18,722     ","17,946     ",776     ,4.1     
CN2922100000000,Washington , MO,"10,094     ","9,578     ",516     ,5.1     
CN2922300000000,Wayne , MO,"4,838     ","4,595     ",243     ,5.0     
CN2922500000000,Webster , MO,"17,409     ","16,811     ",598     ,3.4     
CN2922700000000,Worth , MO,"1,181     ","1,151     ",30     ,2.5     
CN2922900000000,Wright , MO,"7,596     ","7,290     ",306     ,4.0     
CN2951000000000,St. Louis city, MO,"150,531     ","140,948     ","9,583     ",6.4     
CN3000100000000,Beaverhead , MT,"5,141     ","4,999     ",142     ,2.8     
CN3000300000000,Big Horn , MT,"4,669     ","4,306     ",363     ,7.8     
CN3000500000000,Blaine , MT,"2,237     ","2,151     ",86     ,3.8     
CN3000700000000,Broadwater , MT,"2,667     ","2,560     ",107     ,4.0     
CN3000900000000,Carbon , MT,"5,662     ","5,468     ",194     ,3.4     
CN3001100000000,Carter , MT,650     ,633     ,17     ,2.6     
CN3001300000000,Cascade , MT,"37,812     ","36,561     ","1,251     ",3.3     
CN3001500000000,Chouteau , MT,"2,459     ","2,392     ",67     ,2.7     
CN3001700000000,Custer , MT,"6,217     ","6,025     ",192     ,3.1     
CN3001900000000,Daniels , MT,875     ,858     ,17     ,1.9     
CN3002100000000,Dawson , MT,"4,511     ","4,371     ",140     ,3.1     
CN3002300000000,Deer Lodge , MT,"5,094     ","4,928     ",166     ,3.3     
CN3002500000000,Fallon , MT,"1,620     ","1,578     ",42     ,2.6     
CN3002700000000,Fergus , MT,"5,822     ","5,631     ",191     ,3.3     
CN3002900000000,Flathead , MT,"51,167     ","49,112     ","2,055     ",4.0     
CN3003100000000,Gallatin , MT,"73,887     ","72,116     ","1,771     ",2.4     
CN3003300000000,Garfield , MT,742     ,723     ,19     ,2.6     
CN3003500000000,Glacier , MT,"5,528     ","5,139     ",389     ,7.0     
CN3003700000000,Golden Valley , MT,369     ,356     ,13     ,3.5     
CN3003900000000,Granite , MT,"1,620     ","1,548     ",72     ,4.4     
CN3004100000000,Hill , MT,"7,543     ","7,308     ",235     ,3.1     
CN3004300000000,Jefferson , MT,"5,906     ","5,715     ",191     ,3.2     
CN3004500000000,Judith Basin , MT,951     ,925     ,26     ,2.7     
CN3004700000000,Lake , MT,"14,006     ","13,472     ",534     ,3.8     
CN3004900000000,Lewis and Clark , MT,"37,256     ","36,149     ","1,107     ",3.0     
CN3005100000000,Liberty , MT,983     ,959     ,24     ,2.4     
CN3005300000000,Lincoln , MT,"8,100     ","7,617     ",483     ,6.0     
CN3005500000000,McCone , MT,968     ,951     ,17     ,1.8     
CN3005700000000,Madison , MT,"4,743     ","4,592     ",151     ,3.2     
CN3005900000000,Meagher , MT,988     ,963     ,25     ,2.5     
CN3006100000000,Mineral , MT,"1,871     ","1,772     ",99     ,5.3     
CN3006300000000,Missoula , MT,"65,104     ","62,920     ","2,184     ",3.4     
CN3006500000000,Musselshell , MT,"2,354     ","2,255     ",99     ,4.2     
CN3006700000000,Park , MT,"9,253     ","8,926     ",327     ,3.5     
CN3006900000000,Petroleum , MT,271     ,264     ,7     ,2.6     
CN3007100000000,Phillips , MT,"1,852     ","1,782     ",70     ,3.8     
CN3007300000000,Pondera , MT,"2,633     ","2,549     ",84     ,3.2     
CN3007500000000,Powder River , MT,977     ,951     ,26     ,2.7     
CN3007700000000,Powell , MT,"2,979     ","2,903     ",76     ,2.6     
CN3007900000000,Prairie , MT,494     ,476     ,18     ,3.6     
CN3008100000000,Ravalli , MT,"21,330     ","20,564     ",766     ,3.6     
CN3008300000000,Richland , MT,"5,887     ","5,651     ",236     ,4.0     
CN3008500000000,Roosevelt , MT,"4,330     ","4,146     ",184     ,4.2     
CN3008700000000,Rosebud , MT,"3,575     ","3,432     ",143     ,4.0     
CN3008900000000,Sanders , MT,"5,206     ","4,955     ",251     ,4.8     
CN3009100000000,Sheridan , MT,"1,784     ","1,725     ",59     ,3.3     
CN3009300000000,Silver Bow , MT,"17,489     ","16,854     ",635     ,3.6     
CN3009500000000,Stillwater , MT,"5,499     ","5,340     ",159     ,2.9     
CN3009700000000,Sweet Grass , MT,"1,904     ","1,859     ",45     ,2.4     
CN3009900000000,Teton , MT,"2,820     ","2,732     ",88     ,3.1     
CN3010100000000,Toole , MT,"2,056     ","2,003     ",53     ,2.6     
CN3010300000000,Treasure , MT,346     ,335     ,11     ,3.2     
CN3010500000000,Valley , MT,"4,044     ","3,918     ",126     ,3.1     
CN3010700000000,Wheatland , MT,760     ,720     ,40     ,5.3     
CN3010900000000,Wibaux , MT,423     ,407     ,16     ,3.8     
CN3011100000000,Yellowstone , MT,"84,311     ","81,654     ","2,657     ",3.2     
CN3100100000000,Adams , NE,"16,942     ","16,539     ",403     ,2.4     
CN3100300000000,Antelope , NE,"3,693     ","3,632     ",61     ,1.7     
CN3100500000000,Arthur , NE,234     ,228     ,6     ,2.6     
CN3100700000000,Banner , NE,389     ,381     ,8     ,2.1     
CN3100900000000,Blaine , NE,248     ,242     ,6     ,2.4     
CN3101100000000,Boone , NE,"2,964     ","2,916     ",48     ,1.6     
CN3101300000000,Box Butte , NE,"5,483     ","5,349     ",134     ,2.4     
CN3101500000000,Boyd , NE,"1,040     ","1,019     ",21     ,2.0     
CN3101700000000,Brown , NE,"1,436     ","1,403     ",33     ,2.3     
CN3101900000000,Buffalo , NE,"28,178     ","27,617     ",561     ,2.0     
CN3102100000000,Burt , NE,"3,680     ","3,590     ",90     ,2.4     
CN3102300000000,Butler , NE,"4,707     ","4,605     ",102     ,2.2     
CN3102500000000,Cass , NE,"13,554     ","13,192     ",362     ,2.7     
CN3102700000000,Cedar , NE,"4,665     ","4,582     ",83     ,1.8     
CN3102900000000,Chase , NE,"2,263     ","2,227     ",36     ,1.6     
CN3103100000000,Cherry , NE,"3,473     ","3,418     ",55     ,1.6     
CN3103300000000,Cheyenne , NE,"4,261     ","4,142     ",119     ,2.8     
CN3103500000000,Clay , NE,"3,259     ","3,185     ",74     ,2.3     
CN3103700000000,Colfax , NE,"5,728     ","5,619     ",109     ,1.9     
CN3103900000000,Cuming , NE,"4,939     ","4,857     ",82     ,1.7     
CN3104100000000,Custer , NE,"6,421     ","6,319     ",102     ,1.6     
CN3104300000000,Dakota , NE,"10,823     ","10,494     ",329     ,3.0     
CN3104500000000,Dawes , NE,"5,020     ","4,925     ",95     ,1.9     
CN3104700000000,Dawson , NE,"13,607     ","13,317     ",290     ,2.1     
CN3104900000000,Deuel , NE,977     ,956     ,21     ,2.1     
CN3105100000000,Dixon , NE,"2,986     ","2,922     ",64     ,2.1     
CN3105300000000,Dodge , NE,"20,420     ","19,940     ",480     ,2.4     
CN3105500000000,Douglas , NE,"303,368     ","294,193     ","9,175     ",3.0     
CN3105700000000,Dundy , NE,"1,171     ","1,152     ",19     ,1.6     
CN3105900000000,Fillmore , NE,"3,291     ","3,227     ",64     ,1.9     
CN3106100000000,Franklin , NE,"1,505     ","1,472     ",33     ,2.2     
CN3106300000000,Frontier , NE,"1,576     ","1,549     ",27     ,1.7     
CN3106500000000,Furnas , NE,"2,583     ","2,534     ",49     ,1.9     
CN3106700000000,Gage , NE,"10,945     ","10,679     ",266     ,2.4     
CN3106900000000,Garden , NE,"1,119     ","1,096     ",23     ,2.1     
CN3107100000000,Garfield , NE,"1,151     ","1,128     ",23     ,2.0     
CN3107300000000,Gosper , NE,"1,211     ","1,191     ",20     ,1.7     
CN3107500000000,Grant , NE,428     ,422     ,6     ,1.4     
CN3107700000000,Greeley , NE,"1,240     ","1,217     ",23     ,1.9     
CN3107900000000,Hall , NE,"32,501     ","31,559     ",942     ,2.9     
CN3108100000000,Hamilton , NE,"4,856     ","4,754     ",102     ,2.1     
CN3108300000000,Harlan , NE,"1,797     ","1,763     ",34     ,1.9     
CN3108500000000,Hayes , NE,617     ,609     ,8     ,1.3     
CN3108700000000,Hitchcock , NE,"1,325     ","1,295     ",30     ,2.3     
CN3108900000000,Holt , NE,"5,736     ","5,636     ",100     ,1.7     
CN3109100000000,Hooker , NE,430     ,423     ,7     ,1.6     
CN3109300000000,Howard , NE,"3,439     ","3,364     ",75     ,2.2     
CN3109500000000,Jefferson , NE,"4,230     ","4,155     ",75     ,1.8     
CN3109700000000,Johnson , NE,"2,014     ","1,956     ",58     ,2.9     
CN3109900000000,Kearney , NE,"3,843     ","3,775     ",68     ,1.8     
CN3110100000000,Keith , NE,"4,685     ","4,590     ",95     ,2.0     
CN3110300000000,Keya Paha , NE,590     ,580     ,10     ,1.7     
CN3110500000000,Kimball , NE,"1,960     ","1,916     ",44     ,2.2     
CN3110700000000,Knox , NE,"4,735     ","4,638     ",97     ,2.0     
CN3110900000000,Lancaster , NE,"178,631     ","174,272     ","4,359     ",2.4     
CN3111100000000,Lincoln , NE,"18,596     ","18,187     ",409     ,2.2     
CN3111300000000,Logan , NE,471     ,463     ,8     ,1.7     
CN3111500000000,Loup , NE,400     ,392     ,8     ,2.0     
CN3111700000000,McPherson , NE,433     ,426     ,7     ,1.6     
CN3111900000000,Madison , NE,"20,079     ","19,598     ",481     ,2.4     
CN3112100000000,Merrick , NE,"4,148     ","4,051     ",97     ,2.3     
CN3112300000000,Morrill , NE,"2,641     ","2,576     ",65     ,2.5     
CN3112500000000,Nance , NE,"1,972     ","1,934     ",38     ,1.9     
CN3112700000000,Nemaha , NE,"3,662     ","3,581     ",81     ,2.2     
CN3112900000000,Nuckolls , NE,"2,501     ","2,455     ",46     ,1.8     
CN3113100000000,Otoe , NE,"8,597     ","8,399     ",198     ,2.3     
CN3113300000000,Pawnee , NE,"1,529     ","1,501     ",28     ,1.8     
CN3113500000000,Perkins , NE,"1,874     ","1,848     ",26     ,1.4     
CN3113700000000,Phelps , NE,"4,972     ","4,885     ",87     ,1.7     
CN3113900000000,Pierce , NE,"4,193     ","4,104     ",89     ,2.1     
CN3114100000000,Platte , NE,"18,327     ","17,934     ",393     ,2.1     
CN3114300000000,Polk , NE,"2,951     ","2,896     ",55     ,1.9     
CN3114500000000,Red Willow , NE,"5,869     ","5,752     ",117     ,2.0     
CN3114700000000,Richardson , NE,"4,294     ","4,192     ",102     ,2.4     
CN3114900000000,Rock , NE,890     ,878     ,12     ,1.3     
CN3115100000000,Saline , NE,"7,302     ","7,134     ",168     ,2.3     
CN3115300000000,Sarpy , NE,"98,538     ","96,195     ","2,343     ",2.4     
CN3115500000000,Saunders , NE,"11,484     ","11,229     ",255     ,2.2     
CN3115700000000,Scotts Bluff , NE,"18,154     ","17,654     ",500     ,2.8     
CN3115900000000,Seward , NE,"8,854     ","8,636     ",218     ,2.5     
CN3116100000000,Sheridan , NE,"2,755     ","2,705     ",50     ,1.8     
CN3116300000000,Sherman , NE,"1,701     ","1,666     ",35     ,2.1     
CN3116500000000,Sioux , NE,770     ,756     ,14     ,1.8     
CN3116700000000,Stanton , NE,"3,620     ","3,544     ",76     ,2.1     
CN3116900000000,Thayer , NE,"2,690     ","2,644     ",46     ,1.7     
CN3117100000000,Thomas , NE,430     ,419     ,11     ,2.6     
CN3117300000000,Thurston , NE,"3,195     ","3,088     ",107     ,3.3     
CN3117500000000,Valley , NE,"2,119     ","2,075     ",44     ,2.1     
CN3117700000000,Washington , NE,"11,364     ","11,102     ",262     ,2.3     
CN3117900000000,Wayne , NE,"5,737     ","5,627     ",110     ,1.9     
CN3118100000000,Webster , NE,"1,660     ","1,626     ",34     ,2.0     
CN3118300000000,Wheeler , NE,563     ,556     ,7     ,1.2     
CN3118500000000,York , NE,"7,338     ","7,195     ",143     ,1.9     
CN3200100000000,Churchill , NV,"11,230     ","10,839     ",391     ,3.5     
CN3200300000000,Clark , NV,"1,100,264     ","1,009,020     ","91,244     ",8.3     
CN3200500000000,Douglas , NV,"22,047     ","21,046     ","1,001     ",4.5     
CN3200700000000,Elko , NV,"25,803     ","24,939     ",864     ,3.3     
CN3200900000000,Esmeralda , NV,426     ,410     ,16     ,3.8     
CN3201100000000,Eureka , NV,"1,053     ","1,026     ",27     ,2.6     
CN3201300000000,Humboldt , NV,"8,158     ","7,879     ",279     ,3.4     
CN3201500000000,Lander , NV,"3,180     ","3,066     ",114     ,3.6     
CN3201700000000,Lincoln , NV,"2,151     ","2,078     ",73     ,3.4     
CN3201900000000,Lyon , NV,"23,425     ","22,197     ","1,228     ",5.2     
CN3202100000000,Mineral , NV,"2,078     ","1,999     ",79     ,3.8     
CN3202300000000,Nye , NV,"17,290     ","16,230     ","1,060     ",6.1     
CN3202700000000,Pershing , NV,"2,633     ","2,539     ",94     ,3.6     
CN3202900000000,Storey , NV,"2,050     ","1,955     ",95     ,4.6     
CN3203100000000,Washoe , NV,"252,682     ","241,797     ","10,885     ",4.3     
CN3203300000000,White Pine , NV,"4,628     ","4,487     ",141     ,3.0     
CN3251000000000,Carson City, NV,"25,665     ","24,434     ","1,231     ",4.8     
CN3300100000000,Belknap , NH,"31,024     ","29,882     ","1,142     ",3.7     
CN3300300000000,Carroll , NH,"23,067     ","22,185     ",882     ,3.8     
CN3300500000000,Cheshire , NH,"39,426     ","37,904     ","1,522     ",3.9     
CN3300700000000,Coos , NH,"14,322     ","13,689     ",633     ,4.4     
CN3300900000000,Grafton , NH,"48,491     ","46,882     ","1,609     ",3.3     
CN3301100000000,Hillsborough , NH,"237,144     ","228,610     ","8,534     ",3.6     
CN3301300000000,Merrimack , NH,"81,221     ","78,615     ","2,606     ",3.2     
CN3301500000000,Rockingham , NH,"185,013     ","178,612     ","6,401     ",3.5     
CN3301700000000,Strafford , NH,"72,806     ","70,416     ","2,390     ",3.3     
CN3301900000000,Sullivan , NH,"22,909     ","22,147     ",762     ,3.3     
CN3400100000000,Atlantic , NJ,"123,181     ","111,516     ","11,665     ",9.5     
CN3400300000000,Bergen , NJ,"493,303     ","463,475     ","29,828     ",6.0     
CN3400500000000,Burlington , NJ,"242,242     ","229,429     ","12,813     ",5.3     
CN3400700000000,Camden , NJ,"266,839     ","248,814     ","18,025     ",6.8     
CN3400900000000,Cape May , NJ,"47,377     ","43,177     ","4,200     ",8.9     
CN3401100000000,Cumberland , NJ,"68,943     ","63,655     ","5,288     ",7.7     
CN3401300000000,Essex , NJ,"385,997     ","355,103     ","30,894     ",8.0     
CN3401500000000,Gloucester , NJ,"158,303     ","148,799     ","9,504     ",6.0     
CN3401700000000,Hudson , NJ,"371,044     ","345,672     ","25,372     ",6.8     
CN3401900000000,Hunterdon , NJ,"66,384     ","63,356     ","3,028     ",4.6     
CN3402100000000,Mercer , NJ,"212,752     ","201,755     ","10,997     ",5.2     
CN3402300000000,Middlesex , NJ,"453,161     ","427,204     ","25,957     ",5.7     
CN3402500000000,Monmouth , NJ,"340,535     ","321,712     ","18,823     ",5.5     
CN3402700000000,Morris , NJ,"262,719     ","249,661     ","13,058     ",5.0     
CN3402900000000,Ocean , NJ,"292,150     ","274,713     ","17,437     ",6.0     
CN3403100000000,Passaic , NJ,"250,345     ","229,429     ","20,916     ",8.4     
CN3403300000000,Salem , NJ,"30,386     ","28,158     ","2,228     ",7.3     
CN3403500000000,Somerset , NJ,"175,249     ","166,372     ","8,877     ",5.1     
CN3403700000000,Sussex , NJ,"76,170     ","71,642     ","4,528     ",5.9     
CN3403900000000,Union , NJ,"285,486     ","266,463     ","19,023     ",6.7     
CN3404100000000,Warren , NJ,"58,523     ","55,292     ","3,231     ",5.5     
CN3500100000000,Bernalillo , NM,"334,378     ","313,598     ","20,780     ",6.2     
CN3500300000000,Catron , NM,"1,182     ","1,109     ",73     ,6.2     
CN3500500000000,Chaves , NM,"27,776     ","25,813     ","1,963     ",7.1     
CN3500600000000,Cibola , NM,"8,875     ","8,050     ",825     ,9.3     
CN3500700000000,Colfax , NM,"5,645     ","5,313     ",332     ,5.9     
CN3500900000000,Curry , NM,"22,066     ","20,979     ","1,087     ",4.9     
CN3501100000000,De Baca , NM,682     ,647     ,35     ,5.1     
CN3501300000000,Dona Ana , NM,"98,170     ","91,648     ","6,522     ",6.6     
CN3501500000000,Eddy , NM,"31,522     ","29,501     ","2,021     ",6.4     
CN3501700000000,Grant , NM,"11,457     ","10,626     ",831     ,7.3     
CN3501900000000,Guadalupe , NM,"1,634     ","1,520     ",114     ,7.0     
CN3502100000000,Harding , NM,281     ,268     ,13     ,4.6     
CN3502300000000,Hidalgo , NM,"1,888     ","1,786     ",102     ,5.4     
CN3502500000000,Lea , NM,"27,957     ","25,280     ","2,677     ",9.6     
CN3502700000000,Lincoln , NM,"8,843     ","8,183     ",660     ,7.5     
CN3502800000000,Los Alamos , NM,"10,035     ","9,737     ",298     ,3.0     
CN3502900000000,Luna , NM,"9,989     ","8,471     ","1,518     ",15.2     
CN3503100000000,McKinley , NM,"23,454     ","21,209     ","2,245     ",9.6     
CN3503300000000,Mora , NM,"1,998     ","1,874     ",124     ,6.2     
CN3503500000000,Otero , NM,"25,093     ","23,434     ","1,659     ",6.6     
CN3503700000000,Quay , NM,"2,956     ","2,747     ",209     ,7.1     
CN3503900000000,Rio Arriba , NM,"16,592     ","15,424     ","1,168     ",7.0     
CN3504100000000,Roosevelt , NM,"7,904     ","7,465     ",439     ,5.6     
CN3504300000000,Sandoval , NM,"67,732     ","63,252     ","4,480     ",6.6     
CN3504500000000,San Juan , NM,"49,527     ","45,550     ","3,977     ",8.0     
CN3504700000000,San Miguel , NM,"10,367     ","9,609     ",758     ,7.3     
CN3504900000000,Santa Fe , NM,"72,572     ","68,094     ","4,478     ",6.2     
CN3505100000000,Sierra , NM,"4,074     ","3,742     ",332     ,8.1     
CN3505300000000,Socorro , NM,"6,166     ","5,777     ",389     ,6.3     
CN3505500000000,Taos , NM,"14,663     ","13,352     ","1,311     ",8.9     
CN3505700000000,Torrance , NM,"5,412     ","4,986     ",426     ,7.9     
CN3505900000000,Union , NM,"1,572     ","1,506     ",66     ,4.2     
CN3506100000000,Valencia , NM,"30,901     ","28,782     ","2,119     ",6.9     
CN3600100000000,Albany , NY,"156,527     ","149,645     ","6,882     ",4.4     
CN3600300000000,Allegany , NY,"19,042     ","18,098     ",944     ,5.0     
CN3600500000000,Bronx , NY,"606,729     ","524,483     ","82,246     ",13.6     
CN3600700000000,Broome , NY,"81,423     ","77,161     ","4,262     ",5.2     
CN3600900000000,Cattaraugus , NY,"32,847     ","31,107     ","1,740     ",5.3     
CN3601100000000,Cayuga , NY,"35,130     ","33,473     ","1,657     ",4.7     
CN3601300000000,Chautauqua , NY,"52,786     ","49,847     ","2,939     ",5.6     
CN3601500000000,Chemung , NY,"34,549     ","32,734     ","1,815     ",5.3     
CN3601700000000,Chenango , NY,"21,630     ","20,678     ",952     ,4.4     
CN3601900000000,Clinton , NY,"35,269     ","33,639     ","1,630     ",4.6     
CN3602100000000,Columbia , NY,"30,238     ","29,085     ","1,153     ",3.8     
CN3602300000000,Cortland , NY,"22,100     ","20,978     ","1,122     ",5.1     
CN3602500000000,Delaware , NY,"18,914     ","18,042     ",872     ,4.6     
CN3602700000000,Dutchess , NY,"142,246     ","135,918     ","6,328     ",4.4     
CN3602900000000,Erie , NY,"435,588     ","411,823     ","23,765     ",5.5     
CN3603100000000,Essex , NY,"16,744     ","15,955     ",789     ,4.7     
CN3603300000000,Franklin , NY,"19,114     ","18,211     ",903     ,4.7     
CN3603500000000,Fulton , NY,"22,353     ","21,121     ","1,232     ",5.5     
CN3603700000000,Genesee , NY,"29,268     ","28,024     ","1,244     ",4.3     
CN3603900000000,Greene , NY,"20,305     ","19,302     ","1,003     ",4.9     
CN3604100000000,Hamilton , NY,"2,210     ","2,112     ",98     ,4.4     
CN3604300000000,Herkimer , NY,"27,514     ","25,918     ","1,596     ",5.8     
CN3604500000000,Jefferson , NY,"43,765     ","41,564     ","2,201     ",5.0     
CN3604700000000,Kings , NY,"1,193,447     ","1,072,663     ","120,784     ",10.1     
CN3604900000000,Lewis , NY,"11,534     ","10,955     ",579     ,5.0     
CN3605100000000,Livingston , NY,"29,821     ","28,533     ","1,288     ",4.3     
CN3605300000000,Madison , NY,"32,206     ","30,749     ","1,457     ",4.5     
CN3605500000000,Monroe , NY,"360,379     ","341,760     ","18,619     ",5.2     
CN3605700000000,Montgomery , NY,"21,900     ","20,661     ","1,239     ",5.7     
CN3605900000000,Nassau , NY,"708,286     ","676,654     ","31,632     ",4.5     
CN3606100000000,New York , NY,"894,457     ","826,846     ","67,611     ",7.6     
CN3606300000000,Niagara , NY,"96,212     ","90,759     ","5,453     ",5.7     
CN3606500000000,Oneida , NY,"100,177     ","95,112     ","5,065     ",5.1     
CN3606700000000,Onondaga , NY,"219,876     ","209,099     ","10,777     ",4.9     
CN3606900000000,Ontario , NY,"54,962     ","52,622     ","2,340     ",4.3     
CN3607100000000,Orange , NY,"183,818     ","175,160     ","8,658     ",4.7     
CN3607300000000,Orleans , NY,"16,976     ","16,100     ",876     ,5.2     
CN3607500000000,Oswego , NY,"51,853     ","48,999     ","2,854     ",5.5     
CN3607700000000,Otsego , NY,"26,786     ","25,595     ","1,191     ",4.4     
CN3607900000000,Putnam , NY,"50,366     ","48,268     ","2,098     ",4.2     
CN3608100000000,Queens , NY,"1,127,854     ","1,019,350     ","108,504     ",9.6     
